titre,titre_original,date,duree,descriptions,genre,langue_origine,pays,public,score,acteurs,nbSaisons,nbEpisodes
Lonesome Dove,Lonesome Dove,5 février 1989,384,Two former Texas Rangers renew their spirit of adventure as they and several other residents of a small Texas town join a cattle drive to the Montana Territory.,"Aventure,Drame,Western",Anglais,États-Unis,TV-14,8.7,"Robert Duvall,Tommy Lee Jones,Danny Glover,Diane Lane,Robert Urich,Frederic Forrest,D.B. Sweeney,Ricky Schroder,Anjelica Huston,Chris Cooper,Timothy Scott,Glenne Headly,Barry Corbin,William Sanderson,Barry Tubb,Gavan O'Herlihy,Steve Buscemi,Frederick Coffin",1,4
La Ligue des justiciers: Nouvelle Génération,Young Justice,2 juin 2012,23,Les super-héros adolescents s'efforcent de faire leurs preuves en tant que membres de la Jusice League.,"Animation,Action,Aventure",Anglais,États-Unis,Tous publics,8.7,"Nolan North,Danica McKellar,Jesse McCartney,Stephanie Lemelin,Khary Payton,Jason Spisak,Kevin Michael Richardson,Zehra Fazal,Troy Baker,Bruce Greenwood,Phil LaMarr,Crispin Freeman,Lacey Chabert,Greg Cipes,Dee Bradley Baker,Grey Griffin,Masasa Moyo,Yuri Lowenthal",4,98
Le retour de Sherlock Holmes,The Return of Sherlock Holmes,16 avril 1989,60,"Sherlock Holmes and Dr Watson solve the mysteries of the devil's foot, Silver Blaze, Wisteria Lodge and the Bruce-Partington Plans.","Policier,Drame,Mystère",Anglais,Royaume-Uni,TV-PG,8.7,"Jeremy Brett,Edward Hardwicke,Rosalie Williams,Colin Jeavons,Denis Lill,Clive Francis,Eric Sykes,Alan Howard,Harry Andrews,James Hazeldine,Eric Porter,Paul Williamson,Freddie Jones,Charles Gray,Peter Barkworth,Denis Quilley,Patricia Hodge,Eleanor David",2,11
Adventure Time avec Finn et Jake,Adventure Time,12 juin 2011,11,Un jeune garçon et son chien magique partent ensemble pour de folles aventures.,"Animation,Action,Aventure","Anglais,Coréen",États-Unis,Tous publics,8.6,"John DiMaggio,Jeremy Shada,Tom Kenny,Hynden Walch,Niki Yang,Pendleton Ward,Dee Bradley Baker,Maria Bamford,Steve Little,Olivia Olson,Kent Osborne,Cole Sanchez,Polly Lou Livingston,Jessica DiCicco,Andy Milonakis,Jackie Buscarino,Tom Herpich,Justin Roiland",10,289
Ramayan,Ramayan,25 janvier 1987,30,"An adaptation of the ancient epic, in which the exiled Prince Rama and his brother Laxman set out to save Rama's wife, Sita, who has been kidnapped by the demon king of Lanka Ravana.","Aventure,Drame,Famille",Hindi,Inde,TV-14,9.0,"Arun Govil,Deepika Chikhalia,Sunil Lahri,Arvind Trivedi,Dara Singh Randhawa,Sanjay Jog,Sameer Rajda,Shyamsundar Kalani,Vijay Arora,Bal Dhuri,Jayshree Gadkar,Padma Khanna,Rajni Bala,Mukesh Rawal,Nalin Dave,Aparajita,Lalita Pawar,Renu Dhariwal",1,78
Yellowstone,Yellowstone,23 avril 2021,60,Une famille dans un ranch du Montana affronte les personnes qui empiètent sur leurs terres.,"Drame,Western",Anglais,États-Unis,10,8.7,"Kevin Costner,Luke Grimes,Kelly Reilly,Wes Bentley,Cole Hauser,Kelsey Asbille,Brecken Merrill,Jefferson White,Gil Birmingham,Forrie J. Smith,Denim Richards,Ian Bohen,Mo Brings Plenty,Jake Ream,Ryan Bingham,Jen Landon,Wendy Moniz,Ethan Lee",5,53
Mystery Science Theater 3000,Mystery Science Theater 3000,14 février 1989,92,"In the not-too-distant future Joel Robinson is held captive by Dr. Forrester and TV's Frank, forced to watch B-Grade movies on the Satellite of Love with the help of his robot friends: Cambot, Gypsy, Tom Servo and Crow T. Robot.","Comédie,Science-fiction",Anglais,États-Unis,TV-14,8.7,"Joel Hodgson,Michael J. Nelson,Trace Beaulieu,Kevin Murphy,Jim Mallon,Frank Conniff,Mary Jo Pehl,Bill Corbett,Patrick Brantseg,Alexandra Carr,Paul Chaplin,J. Elvis Weinstein,Bridget Jones,Beez McKeever,Peter Rudrud,Bradley J. Keely,Nathan Molstead,Timothy Scott",11,199
Archer,Archer,5 avril 2014,22,Des opérations secrètes et des opérations d'espionnage passent au second plan face aux personnalités loufoques et aux relations entre agents secrets et drones.,"Animation,Action,Comédie",Anglais,États-Unis,16,8.6,"H. Jon Benjamin,Judy Greer,Amber Nash,Chris Parnell,Aisha Tyler,Jessica Walter,Lucky Yates,Adam Reed,Dave Willis,George Coe,Tom Kane,Kayvan Novak,Christian Slater,Maggie Wheeler,Stephen Tobolowsky,Jeffrey Tambor,Peter Newman,Leigh Jackson",13,135
Demon Slayer,Kimetsu no Yaiba,6 avril 2019,24,"Une famille est attaquée par des démons et deux membres seulement survivent: Tanjiro et sa soeur Nezuko, qui se transforme lentement en démon. Tanjiro cherche à devenir tueur de démons pour venger sa famille et guérir sa soeur.","Animation,Action,Aventure",Japonais,Japon,Tous publics avec avertissement,8.7,"Natsuki Hanae,Zach Aguilar,Abby Trott,Yoshitsugu Matsuoka,Aleks Le,Bryce Papenbrook,Hiro Shimono,Akari Kitô,Shinya Takahashi,Ray Chase,Doug Erholtz,Katsuyuki Konishi,Johnny Yong Bosch,Erica Lindbeck,Brook Chalmers,Takahiro Sakurai,Saori Hayami,Erika Harlacher",3,44
Monster,Monster,10 février 2006,24,Un brillant neurochirurgien vivant en Allemagne trouve sa vie complètement bouleversée après s'être impliqué avec un psychopathe qui était autrefois un ancien patient.,"Animation,Policier,Drame",Japonais,Japon,12,8.7,"Hidenobu Kiuchi,Liam O'Brien,Mamiko Noto,Karen Strassman,Nozomu Sasaki,Tsutomu Isobe,Richard Epcar,Junko Takeuchi,Keith Silverstein,Ichirô Nagai,Mami Koyama,Tara Platt,Michael McConnohie,Paul St. Peter,Takayuki Sugô,Hideyuki Tanaka,Laura Bailey,Patrick Seitz",1,75
Heartstopper,Heartstopper,22 avril 2022,30,"Deux adolescents, Charlie et Nick, découvrent que leur amitié improbable pourrait être quelque chose de plus alors qu'ils naviguent entre l'école et le jeune amour dans cette série sur le passage à l'âge adulte.","Drame,Romantique",Anglais,Royaume-Uni,7,8.7,"Joe Locke,Kit Connor,Yasmin Finney,William Gao,Cormac Hyde-Corrin,Tobie Donovan,Rhea Norwood,Sebastian Croft,Olivia Colman,Ashwin Vishwanath,Evan Ovenell,Araloyin Oshunremi,Corinna Brown,Jenny Walser,Kizzy Edgell,Echo,Fisayo Akinade,Chetna Pandya",1,24
Les Indestructibles,The Incredibles,24 novembre 2004,115,Une famille de super-héros infiltrés essayant de vivre dans une banlieue tranquille est forcée d'agir pour sauver le monde.,"Animation,Action,Aventure","Anglais,Français",États-Unis,Tous publics,8.0,"Craig T. Nelson,Samuel L. Jackson,Holly Hunter,Jason Lee,Dominique Louis,Teddy Newton,Jean Sincere,Eli Fucile,Maeve Andrews,Wallace Shawn,Spencer Fox,Lou Romano,Wayne Canney,Sarah Vowell,Michael Bird,Elizabeth Peña,Bud Luckey,Brad Bird",,
L'Exorciste,The Exorcist,11 septembre 1974,122,"Lorsqu'une adolescente est possédée par une entité mystérieuse, sa mère demande l'aide de deux prêtres pour sauver sa fille.",Horreur,"Anglais,Latin,Grec,Français,Allemand,Arabe,Kurde",États-Unis,18,8.1,"Ellen Burstyn,Max von Sydow,Linda Blair,Lee J. Cobb,Kitty Winn,Jack MacGowran,Jason Miller,William O'Malley,Barton Heyman,Peter Masterson,Rudolf Schündler,Gina Petrushka,Robert Symonds,Arthur Storch,Thomas Bermingham,Vasiliki Maliaros,Titos Vandis,John Mahon",,
Before Sunset,Before Sunset,16 mars 2005,80,"Neuf ans après leur première rencontre, Jesse et Céline se retrouvent à nouveau lors de la tournée française du livre de Jesse.","Drame,Romantique","Anglais,Français","États-Unis,France",Tous publics,8.1,"Ethan Hawke,Julie Delpy,Vernon Dobtcheff,Louise Lemoine Torrès,Rodolphe Pauly,Mariane Plasteig,Diabolo,Denis Evrard,Albert Delpy,Marie Pillet",,
Un jour sans fin,Groundhog Day,28 juillet 1993,101,"Un présentateur météo se retrouve inexplicablement à revivre le même jour, encore et encore.","Comédie,Drame,Fantastique","Anglais,Français,Italien",États-Unis,Tous publics,8.1,"Bill Murray,Andie MacDowell,Chris Elliott,Stephen Tobolowsky,Brian Doyle-Murray,Marita Geraghty,Angela Paton,Rick Ducommun,Rick Overton,Robin Duke,Carol Bivins,Willie Garson,Ken Hudson Campbell,Les Podewell,Rod Sell,Tom Milanovich,John M. Watson Sr.,Peggy Roeder",,
Le magicien d'Oz,The Wizard of Oz,26 juin 1946,102,Dorothy Gale est emportée par une tornade loin de sa ferme du Kansas et se retrouve au pays magique d'Oz. Elle se lance alors dans une quête avec ses nouveaux amis pour voir le magicien qui pourra aider ses amis et l'aider à rentrer chez elle au Kansas.,"Aventure,Famille,Fantastique",Anglais,États-Unis,Tous publics,8.1,"Judy Garland,Frank Morgan,Ray Bolger,Bert Lahr,Jack Haley,Billie Burke,Margaret Hamilton,Charley Grapewin,Pat Walshe,Clara Blandick,Terry,The Singer Midgets,Franz Balluck,Josefine Balluck,Dorothy Barrett,Amelia Batchelor,Charles Becker,Freda Betsky",,
Into the Wild,Into the Wild,9 janvier 2008,148,"Fraîchement diplômé de l'Université Emory, le meilleur étudiant et athlète Christopher McCandless abandonne ses possessions, offre le contenu de son compte d'épargne de 24 000 dollars à une association caritative et se rend en Alaska en auto-stop pour vivre dans la nature. En che...","Aventure,Biographique,Drame","Anglais,Danois",États-Unis,Tous publics,8.1,"Emile Hirsch,Vince Vaughn,Catherine Keener,Marcia Gay Harden,William Hurt,Jena Malone,Brian H. Dierker,Kristen Stewart,Hal Holbrook,Jim Gallien,James O'Neill,Malinda McCollum,Paul Knauls,Zach Galifianakis,Craig Mutsch,Jim Beidler,John Decker,John Hofer",,
Les Plus Belles Années de notre vie,The Best Years of Our Lives,3 octobre 1947,170,Trois vétérans de la Seconde Guerre mondiale rentrent chez eux dans une petite ville de l'Amérique profonde et découvrent que leur famille et eux-mêmes ont irrémédiablement changé.,"Drame,Romantique,Guerre",Anglais,États-Unis,Tous publics,8.1,"Myrna Loy,Dana Andrews,Fredric March,Teresa Wright,Virginia Mayo,Cathy O'Donnell,Hoagy Carmichael,Harold Russell,Gladys George,Roman Bohnen,Ray Collins,Minna Gombell,Walter Baldwin,Steve Cochran,Dorothy Adams,Don Beddoe,Marlene Aames,Charles Halton",,
Rush,Rush,25 septembre 2013,123,"L'impitoyable rivalité des années 1970 entre James Hunt et Niki Lauda, deux pilotes de Formule 1.","Action,Biographique,Drame","Anglais,Allemand,Italien,Français,Espagnol","Royaume-Uni,États-Unis",Tous publics,8.1,"Daniel Brühl,Chris Hemsworth,Olivia Wilde,Alexandra Maria Lara,Pierfrancesco Favino,David Calder,Natalie Dormer,Stephen Mangan,Christian McKay,Alistair Petrie,Julian Rhind-Tutt,Colin Stinton,Jamie de Courcey,Augusto Dallara,Ilario Calvo,Patrick Baladi,Vincent Riotta,Martin Savage",,
La complainte du sentier,Pather Panchali,16 mars 1960,125,"Un prêtre pauvre, Harihar Ray, qui rêve d'une vie meilleure pour lui et sa famille, quitte son village du Bengal rural à la recherche d'un travail.",Drame,Bengali,Inde,Tous Public,8.3,"Kanu Bannerjee,Karuna Bannerjee,Subir Banerjee,Chunibala Devi,Uma Das Gupta,Runki Banerjee,Reba Devi,Aparna Devi,Tulsi Chakraborty,Haren Banerjee,Rampada Das,Nibhanani Devi,Rama Gangopadhaya,Roma Ganguli,Binoy Mukherjee,Haridhan Nag,Harimohan Nag,Kshirod Roy",,
Ratatouille,Ratatouille,1 août 2007,111,Un rat qui sait cuisiner s'allie avec un jeune commis de cuisine dans un grand restaurant.,"Animation,Aventure,Comédie","Anglais,Français",États-Unis,Tous publics,8.1,"Brad Garrett,Lou Romano,Patton Oswalt,Ian Holm,Brian Dennehy,Peter Sohn,Peter O'Toole,Janeane Garofalo,Will Arnett,Julius Callahan,James Remar,John Ratzenberger,Teddy Newton,Tony Fucile,Jake Steinfeld,Brad Bird,Stéphane Roux,Jack Bird",,
Stand by Me : Compte sur moi,Stand by Me,25 février 1987,89,"Après la mort d'un ami, un écrivain raconte un périple d'enfance avec pour but de retrouver le corps d'un garçon disparu.","Aventure,Drame",Anglais,États-Unis,Tous publics,8.1,"Wil Wheaton,River Phoenix,Corey Feldman,Jerry O'Connell,Kiefer Sutherland,Casey Siemaszko,Gary Riley,Bradley Gregg,Jason Oliver Lipsett,Marshall Bell,Frances Lee McCain,Bruce Kirby,William Bronder,Scott Beach,Richard Dreyfuss,John Cusack,Madeleine Swift,Popeye",,
Network - Main basse sur la TV,Network,16 mars 1977,121,Une chaîne de télévision exploite cyniquement les divagations et les révélations d'un ancien présentateur dérangé au sujet des médias d'information pour son propre profit.,Drame,Anglais,États-Unis,Tous publics,8.1,"Faye Dunaway,William Holden,Peter Finch,Robert Duvall,Wesley Addy,Ned Beatty,Arthur Burghardt,Bill Burrows,John Carpenter,Jordan Charney,Kathy Cronkite,Ed Crowley,Jerome Dempsey,Conchata Ferrell,Gene Gross,Stanley Grover,Cindy Grover,Darryl Hickman",,
Logan,Logan,1 mars 2017,137,"Dans un avenir proche, Logan, épuisé, s'occupe du professeur X souffrant, dans un recoin de la frontière mexicaine. Cependant, les tentatives de Logan pour se cacher du monde et son héritage sont bouleversés lorsqu'une jeune mutante arrive, poursuivie par les forces du mal.","Action,Drame,Science-fiction","Anglais,Espagnol",États-Unis,12 avec avertissement,8.1,"Hugh Jackman,Patrick Stewart,Dafne Keen,Boyd Holbrook,Stephen Merchant,Elizabeth Rodriguez,Richard E. Grant,Eriq La Salle,Elise Neal,Quincy Fouse,Al Coronel,Frank Gallegos,Anthony Escobar,Reynaldo Gallegos,Krzysztof Soszynski,Stephen Dunlevy,Daniel Bernhardt,Ryan Sturz",,
Spotlight,Spotlight,27 janvier 2016,129,"L'histoire vraie du Boston Globe et de la façon dont il a dévoilé le scandale de pédophilie et sa dissimulation au sein de l'archidiocèse catholique local, ébranlant l'Église catholique tout entière.","Biographique,Policier,Drame",Anglais,États-Unis,Tous publics,8.1,"Mark Ruffalo,Michael Keaton,Rachel McAdams,Liev Schreiber,John Slattery,Brian d'Arcy James,Stanley Tucci,Elena Wohl,Gene Amoroso,Doug Murray,Sharon McFarlane,Jamey Sheridan,Neal Huff,Billy Crudup,Robert B. Kennedy,Duane Murray,Brian Chamberlain,Michael Cyril Creighton",,
Platoon,Platoon,25 mars 1987,120,Un jeune soldat au Vietnam traverse une crise morale lorsqu'il est confronté aux horreurs de la guerre et à la dualité de l'homme.,"Drame,Guerre","Anglais,Vietnamien","États-Unis,Royaume-Uni",12,8.1,"Charlie Sheen,Tom Berenger,Willem Dafoe,Keith David,Forest Whitaker,Francesco Quinn,Kevin Dillon,John C. McGinley,Reggie Johnson,Mark Moses,Corey Glover,Johnny Depp,Chris Pedersen,Bob Orwig,Corkey Ford,David Neidorf,Richard Edson,Tony Todd",,
Rocky,Rocky,25 mars 1977,120,Un petit boxeur a la chance rare et ultime de se battre contre un champion des poids lourds dans un combat au cours duquel il s'efforce de parcourir la distance pour se respecter.,"Drame,Sport",Anglais,États-Unis,Tous publics,8.1,"Sylvester Stallone,Talia Shire,Burt Young,Carl Weathers,Burgess Meredith,Thayer David,Joe Spinell,Jimmy Gambina,Bill Baldwin,Al Silvani,George Memmoli,Jodi Letizia,Diana Lewis,George O'Hanlon,Larry Carroll,Stan Shaw,Don Sherman,Billy Sands",,
Terminator,The Terminator,24 avril 1985,107,"Un androïde apparemment indestructible est envoyé de 2029 à 1984 pour assassiner une serveuse dont le fils qui n'est pas encore né mènera l'humanité à une guerre contre les machines, tandis qu'un soldat de cette guerre est envoyé pour la protéger à tout prix.","Action,Science-fiction","Anglais,Espagnol","Royaume-Uni,États-Unis",13,8.1,"Arnold Schwarzenegger,Linda Hamilton,Michael Biehn,Paul Winfield,Lance Henriksen,Rick Rossovich,Bess Motta,Earl Boen,Dick Miller,Shawn Schepps,Bruce M. Kerner,Franco Columbu,Bill Paxton,Brad Rearden,Brian Thompson,William Wisher,Ken Fritz,Tom Oberhaus",,
Le Mans '66,Ford v Ferrari,13 novembre 2019,152,L'histoire vraie entre Ford et Ferrari pour gagner la course du Mans en 1966.,"Action,Biographique,Drame","Anglais,Italien,Français,Japonais",États-Unis,Tous publics,8.1,"Matt Damon,Christian Bale,Jon Bernthal,Caitríona Balfe,Josh Lucas,Noah Jupe,Tracy Letts,Remo Girone,Ray McKinnon,JJ Feild,Jack McMullen,Corrado Invernizzi,Joe Williamson,Ian Harding,Christopher Darga,Shawn Law,Emil Beheshti,Darrin Prescott",,
Hôtel Rwanda,Hotel Rwanda,30 mars 2005,121,Paul Rusesabagina était un directeur d'hôtel au Rwanda qui a accueilli plus d'un millier de réfugiés Tutsis pendant leur lutte contre les milices Hutus.,"Biographique,Drame,Historique","Anglais,Français,Kinyarwanda","Royaume-Uni,Afrique du Sud,Italie,États-Unis",Tous Public,8.1,"Don Cheadle,Sophie Okonedo,Joaquin Phoenix,Xolani Mali,Desmond Dube,Hakeem Kae-Kazim,Tony Kgoroge,Rosie Motene,Neil McCarthy,Mabutho 'Kid' Sithole,Nick Nolte,Fana Mokoena,Jeremiah Ndlovu,Lebo Mashile,Antonio David Lyons,Leleti Khumalo,Kgomotso Seitshohlo,Lerato Mokgotho",,
La passion de Jeanne d'Arc,La passion de Jeanne d'Arc,25 octobre 1928,110,"Le procès de Jeanne d'Arc, au terme duquel elle fut brûlée sur le bûcher.","Biographique,Drame,Historique","Muet,Français",France,Not Rated,8.2,"Maria Falconetti,Eugene Silvain,André Berley,Maurice Schutz,Antonin Artaud,Michel Simon,Jean d'Yd,Louis Ravet,Armand Lurville,Jacques Arnna,Alexandre Mihalesco,Léon Larive,Jean Aymé,Camille Bardou,Gilbert Dacheux,Gilbert Dalleu,Paul Delauzac,Dimitri Dimitriev",,
Voyage à Tokyo,Tôkyô monogatari,8 février 1978,136,"Un vieux couple rend visite à ses enfants et petits-enfants en ville, mais ne reçoit que peu d'attention.",Drame,"Japonais,Anglais",Japon,Tous publics,8.2,"Chishû Ryû,Chieko Higashiyama,Sô Yamamura,Setsuko Hara,Haruko Sugimura,Kuniko Miyake,Kyôko Kagawa,Eijirô Tôno,Nobuo Nakamura,Shirô Ôsaka,Hisao Toake,Teruko Nagaoka,Mutsuko Sakura,Toyo Takahashi,Tôru Abe,Sachiko Mitani,Zen Murase,Mitsuhiro Môri",,
Le Cercle des poètes disparus,Dead Poets Society,17 janvier 1990,128,Le professeur d'anglais John Keating incite ses étudiants à regarder la poésie avec une perspective différente de connaissances et de sentiments authentiques.,"Comédie,Drame","Anglais,Latin",États-Unis,Tous publics,8.1,"Robin Williams,Robert Sean Leonard,Ethan Hawke,Josh Charles,Gale Hansen,Dylan Kussman,Allelon Ruggiero,James Waterston,Norman Lloyd,Kurtwood Smith,Carla Belver,Leon Pownall,George Martin,Joe Aufiery,Matt Carey,Kevin Cooney,Jane Moore,Lara Flynn Boyle",,
Monstres & Cie,"Monsters, Inc.",20 mars 2002,92,"Afin de pouvoir alimenter la ville en énergie, des monstres doivent effrayer les enfants pour qu'ils crient. Les enfants sont cependant toxiques pour les monstres, et lorsque l'un d'entre eux parvient à passer dans leur monde, deux monstres réalisent que les choses ne sont peut-ê...","Animation,Aventure,Comédie",Anglais,États-Unis,Tous publics,8.1,"Billy Crystal,John Goodman,Mary Gibbs,Steve Buscemi,James Coburn,Jennifer Tilly,Bob Peterson,John Ratzenberger,Frank Oz,Daniel Gerson,Steve Susskind,Bonnie Hunt,Jeff Pidgeon,Samuel Lord Black,Jack Angel,Bob Bergen,Rodger Bumpass,Gino Conforti",,
The Big Lebowski,The Big Lebowski,22 avril 1998,117,"Le Duc Lebowski, pris pour un millionnaire répondant également au nom de Lebowski, cherche à obtenir la restitution de son tapis détruit et demande à ses amis de jouer au bowling.","Comédie,Policier","Anglais,Allemand,Hébreu,Espagnol","États-Unis,Royaume-Uni",Tous publics,8.1,"Jeff Bridges,John Goodman,Julianne Moore,Steve Buscemi,David Huddleston,Philip Seymour Hoffman,Tara Reid,Philip Moon,Mark Pellegrino,Peter Stormare,Flea,Torsten Voges,Jimmie Dale Gilmore,Jack Kehler,John Turturro,James G. Hoosier,Carlos Leon,Terrence Burton",,
Les Dents de la mer,Jaws,28 janvier 1976,124,"Un shérif local, un biologiste marin et un vieux marin font équipe pour chasser un grand requin blanc qui fait des ravages dans une station balnéaire.","Aventure,Thriller",Anglais,États-Unis,13,8.1,"Roy Scheider,Robert Shaw,Richard Dreyfuss,Lorraine Gary,Murray Hamilton,Carl Gottlieb,Jeffrey Kramer,Susan Backlinie,Jonathan Filley,Ted Grossman,Chris Rebello,Jay Mello,Lee Fierro,Jeffrey Voorhees,Craig Kingsbury,Robert Nevin,Peter Benchley,Jonathan Searle",,
